"typeSeason","slugSeason","idGame","dateGame","slugMatchup","slugTeamWinner","slugTeamLoser","numberGameDay","vh","home_team_short","away_team_short","home_Final","away_Final","Close","Actual"
"Regular Season","1996-97",29600208,1996-11-29,"SEA vs. PHX","SEA","PHX",10,"vs","SEA","PHX",NA,NA,NA,NA
"Regular Season","1996-97",29600209,1996-11-30,"SAC @ NYK","NYK","SAC",1,"@ ","NYK","SAC",NA,NA,NA,NA
"Regular Season","1996-97",29600210,1996-11-30,"VAN @ PHI","PHI","VAN",2,"@ ","PHI","VAN",NA,NA,NA,NA
"Regular Season","1996-97",29600211,1996-11-30,"WAS vs. HOU","HOU","WAS",3,"vs","WAS","HOU",NA,NA,NA,NA
"Regular Season","1996-97",29600212,1996-11-30,"BOS @ MIA","MIA","BOS",4,"@ ","MIA","BOS",NA,NA,NA,NA
"Regular Season","1996-97",29600213,1996-11-30,"CLE vs. ORL","ORL","CLE",5,"vs","CLE","ORL",NA,NA,NA,NA
"Regular Season","1996-97",29600214,1996-11-30,"CHH @ MIL","CHH","MIL",6,"@ ","MIL","CHH",NA,NA,NA,NA
"Regular Season","1996-97",29600215,1996-11-30,"TOR @ MIN","MIN","TOR",7,"@ ","MIN","TOR",NA,NA,NA,NA
"Regular Season","1996-97",29600216,1996-11-30,"SAS vs. CHI","CHI","SAS",8,"vs","SAS","CHI",NA,NA,NA,NA
"Regular Season","1996-97",29600217,1996-11-30,"NJN @ LAC","NJN","LAC",9,"@ ","LAC","NJN",NA,NA,NA,NA
"Regular Season","1996-97",29600218,1996-12-01,"DET vs. SAC","DET","SAC",1,"vs","DET","SAC",NA,NA,NA,NA
"Regular Season","1996-97",29600219,1996-12-01,"LAL vs. DEN","LAL","DEN",2,"vs","LAL","DEN",NA,NA,NA,NA
"Regular Season","1996-97",29600220,1996-12-01,"GSW vs. POR","GSW","POR",3,"vs","GSW","POR",NA,NA,NA,NA
"Regular Season","1996-97",29600221,1996-12-01,"UTA @ SEA","UTA","SEA",4,"@ ","SEA","UTA",NA,NA,NA,NA
"Regular Season","1996-97",29600222,1996-12-02,"ORL vs. DAL","DAL","ORL",1,"vs","ORL","DAL",NA,NA,NA,NA
"Regular Season","1996-97",29600223,1996-12-02,"HOU @ TOR","TOR","HOU",2,"@ ","TOR","HOU",NA,NA,NA,NA
"Regular Season","1996-97",29600224,1996-12-02,"CHH @ UTA","UTA","CHH",3,"@ ","UTA","CHH",NA,NA,NA,NA
"Regular Season","1996-97",29600225,1996-12-03,"NYK vs. MIA","MIA","NYK",1,"vs","NYK","MIA",NA,NA,NA,NA
"Regular Season","1996-97",29600226,1996-12-03,"BOS @ ATL","ATL","BOS",2,"@ ","ATL","BOS",NA,NA,NA,NA
"Regular Season","1996-97",29600227,1996-12-03,"CLE vs. TOR","CLE","TOR",3,"vs","CLE","TOR",NA,NA,NA,NA
"Regular Season","1996-97",29600228,1996-12-03,"MIL vs. CHI","CHI","MIL",4,"vs","MIL","CHI",NA,NA,NA,NA
"Regular Season","1996-97",29600229,1996-12-03,"MIN vs. SAC","SAC","MIN",5,"vs","MIN","SAC",NA,NA,NA,NA
"Regular Season","1996-97",29600230,1996-12-03,"CHH @ LAC","LAC","CHH",6,"@ ","LAC","CHH",NA,NA,NA,NA
"Regular Season","1996-97",29600231,1996-12-03,"SEA @ LAL","LAL","SEA",7,"@ ","LAL","SEA",NA,NA,NA,NA
"Regular Season","1996-97",29600232,1996-12-03,"DEN @ GSW","GSW","DEN",8,"@ ","GSW","DEN",NA,NA,NA,NA
"Regular Season","1996-97",29600233,1996-12-03,"POR vs. IND","IND","POR",9,"vs","POR","IND",NA,NA,NA,NA
"Regular Season","1996-97",29600234,1996-12-04,"NYK @ NJN","NYK","NJN",1,"@ ","NJN","NYK",NA,NA,NA,NA
"Regular Season","1996-97",29600235,1996-12-04,"ORL vs. CLE","CLE","ORL",2,"vs","ORL","CLE",NA,NA,NA,NA
"Regular Season","1996-97",29600236,1996-12-04,"DAL @ MIA","MIA","DAL",3,"@ ","MIA","DAL",NA,NA,NA,NA
"Regular Season","1996-97",29600237,1996-12-04,"DET vs. ATL","DET","ATL",4,"vs","DET","ATL",NA,NA,NA,NA
"Regular Season","1996-97",29600238,1996-12-04,"HOU vs. BOS","HOU","BOS",5,"vs","HOU","BOS",NA,NA,NA,NA
"Regular Season","1996-97",29600239,1996-12-04,"SAS vs. PHI","SAS","PHI",6,"vs","SAS","PHI",NA,NA,NA,NA
"Regular Season","1996-97",29600240,1996-12-04,"UTA vs. LAL","UTA","LAL",7,"vs","UTA","LAL",NA,NA,NA,NA
"Regular Season","1996-97",29600241,1996-12-04,"GSW @ PHX","PHX","GSW",8,"@ ","PHX","GSW",NA,NA,NA,NA
"Regular Season","1996-97",29600242,1996-12-04,"VAN vs. IND","IND","VAN",9,"vs","VAN","IND",NA,NA,NA,NA
"Regular Season","1996-97",29600243,1996-12-05,"WAS @ TOR","TOR","WAS",1,"@ ","TOR","WAS",NA,NA,NA,NA
"Regular Season","1996-97",29600244,1996-12-05,"LAC @ CHI","CHI","LAC",2,"@ ","CHI","LAC",NA,NA,NA,NA
"Regular Season","1996-97",29600245,1996-12-05,"DAL vs. PHI","DAL","PHI",3,"vs","DAL","PHI",NA,NA,NA,NA
"Regular Season","1996-97",29600246,1996-12-05,"DEN vs. POR","POR","DEN",4,"vs","DEN","POR",NA,NA,NA,NA
"Regular Season","1996-97",29600247,1996-12-05,"MIN @ SEA","SEA","MIN",5,"@ ","SEA","MIN",NA,NA,NA,NA
"Regular Season","1996-97",29600248,1996-12-06,"BOS vs. NJN","NJN","BOS",1,"vs","BOS","NJN",NA,NA,NA,NA
"Regular Season","1996-97",29600249,1996-12-06,"MIA vs. NYK","NYK","MIA",2,"vs","MIA","NYK",NA,NA,NA,NA
"Regular Season","1996-97",29600250,1996-12-06,"CLE @ DET","DET","CLE",3,"@ ","DET","CLE",NA,NA,NA,NA
"Regular Season","1996-97",29600251,1996-12-06,"SAS vs. VAN","VAN","SAS",4,"vs","SAS","VAN",NA,NA,NA,NA
"Regular Season","1996-97",29600252,1996-12-06,"MIN @ UTA","UTA","MIN",5,"@ ","UTA","MIN",NA,NA,NA,NA
"Regular Season","1996-97",29600253,1996-12-06,"ORL @ LAL","LAL","ORL",6,"@ ","LAL","ORL",NA,NA,NA,NA
"Regular Season","1996-97",29600254,1996-12-06,"IND @ GSW","IND","GSW",7,"@ ","GSW","IND",NA,NA,NA,NA
"Regular Season","1996-97",29600255,1996-12-06,"SAC vs. PHX","PHX","SAC",8,"vs","SAC","PHX",NA,NA,NA,NA
"Regular Season","1996-97",29600256,1996-12-06,"CHH @ POR","POR","CHH",9,"@ ","POR","CHH",NA,NA,NA,NA
"Regular Season","1996-97",29600257,1996-12-07,"LAC @ NYK","NYK","LAC",1,"@ ","NYK","LAC",NA,NA,NA,NA
"Regular Season","1996-97",29600258,1996-12-07,"DET @ NJN","DET","NJN",2,"@ ","NJN","DET",NA,NA,NA,NA
"Regular Season","1996-97",29600259,1996-12-07,"MIL @ WAS","MIL","WAS",3,"@ ","WAS","MIL",NA,NA,NA,NA
"Regular Season","1996-97",29600260,1996-12-07,"ATL vs. TOR","ATL","TOR",4,"vs","ATL","TOR",NA,NA,NA,NA
"Regular Season","1996-97",29600261,1996-12-07,"CHI vs. MIA","MIA","CHI",5,"vs","CHI","MIA",NA,NA,NA,NA
"Regular Season","1996-97",29600262,1996-12-07,"DAL vs. VAN","DAL","VAN",6,"vs","DAL","VAN",NA,NA,NA,NA
"Regular Season","1996-97",29600263,1996-12-07,"HOU vs. PHI","HOU","PHI",7,"vs","HOU","PHI",NA,NA,NA,NA
"Regular Season","1996-97",29600264,1996-12-07,"UTA @ DEN","UTA","DEN",8,"@ ","DEN","UTA",NA,NA,NA,NA
"Regular Season","1996-97",29600265,1996-12-07,"CHH @ SEA","CHH","SEA",9,"@ ","SEA","CHH",NA,NA,NA,NA
"Regular Season","1996-97",29600266,1996-12-08,"TOR vs. CHI","TOR","CHI",1,"vs","TOR","CHI",NA,NA,NA,NA
"Regular Season","1996-97",29600267,1996-12-08,"LAC @ CLE","CLE","LAC",2,"@ ","CLE","LAC",NA,NA,NA,NA
"Regular Season","1996-97",29600268,1996-12-08,"BOS @ MIL","MIL","BOS",3,"@ ","MIL","BOS",NA,NA,NA,NA
"Regular Season","1996-97",29600269,1996-12-08,"PHX vs. IND","PHX","IND",4,"vs","PHX","IND",NA,NA,NA,NA
"Regular Season","1996-97",29600270,1996-12-08,"LAL vs. MIN","LAL","MIN",5,"vs","LAL","MIN",NA,NA,NA,NA
"Regular Season","1996-97",29600271,1996-12-08,"SAS @ GSW","GSW","SAS",6,"@ ","GSW","SAS",NA,NA,NA,NA
"Regular Season","1996-97",29600272,1996-12-08,"SAC vs. ORL","SAC","ORL",7,"vs","SAC","ORL",NA,NA,NA,NA
"Regular Season","1996-97",29600273,1996-12-09,"SEA @ PHI","SEA","PHI",1,"@ ","PHI","SEA",NA,NA,NA,NA
"Regular Season","1996-97",29600274,1996-12-09,"VAN vs. CHH","CHH","VAN",2,"vs","VAN","CHH",NA,NA,NA,NA
"Regular Season","1996-97",29600275,1996-12-10,"NYK vs. WAS","NYK","WAS",1,"vs","NYK","WAS",NA,NA,NA,NA
"Regular Season","1996-97",29600276,1996-12-10,"DEN @ ATL","ATL","DEN",2,"@ ","ATL","DEN",NA,NA,NA,NA
"Regular Season","1996-97",29600277,1996-12-10,"TOR vs. GSW","GSW","TOR",3,"vs","TOR","GSW",NA,NA,NA,NA
"Regular Season","1996-97",29600278,1996-12-10,"MIA @ CLE","MIA","CLE",4,"@ ","CLE","MIA",NA,NA,NA,NA
"Regular Season","1996-97",29600279,1996-12-10,"DET @ MIL","DET","MIL",5,"@ ","MIL","DET",NA,NA,NA,NA
"Regular Season","1996-97",29600280,1996-12-10,"HOU @ MIN","HOU","MIN",6,"@ ","MIN","HOU",NA,NA,NA,NA
"Regular Season","1996-97",29600281,1996-12-10,"UTA vs. IND","UTA","IND",7,"vs","UTA","IND",NA,NA,NA,NA
"Regular Season","1996-97",29600282,1996-12-10,"SAS @ PHX","PHX","SAS",8,"@ ","PHX","SAS",NA,NA,NA,NA
"Regular Season","1996-97",29600283,1996-12-10,"DAL @ LAC","DAL","LAC",9,"@ ","LAC","DAL",NA,NA,NA,NA
"Regular Season","1996-97",29600284,1996-12-10,"LAL @ SAC","LAL","SAC",10,"@ ","SAC","LAL",NA,NA,NA,NA
"Regular Season","1996-97",29600285,1996-12-10,"POR vs. ORL","ORL","POR",11,"vs","POR","ORL",NA,NA,NA,NA
"Regular Season","1996-97",29600286,1996-12-11,"TOR @ BOS","BOS","TOR",1,"@ ","BOS","TOR",NA,NA,NA,NA
"Regular Season","1996-97",29600287,1996-12-11,"SEA @ NJN","NJN","SEA",2,"@ ","NJN","SEA",NA,NA,NA,NA
"Regular Season","1996-97",29600288,1996-12-11,"PHI vs. MIA","MIA","PHI",3,"vs","PHI","MIA",NA,NA,NA,NA
"Regular Season","1996-97",29600289,1996-12-11,"CLE @ WAS","WAS","CLE",4,"@ ","WAS","CLE",NA,NA,NA,NA
"Regular Season","1996-97",29600290,1996-12-11,"CHH vs. DEN","CHH","DEN",5,"vs","CHH","DEN",NA,NA,NA,NA
"Regular Season","1996-97",29600291,1996-12-11,"CHI vs. MIN","CHI","MIN",6,"vs","CHI","MIN",NA,NA,NA,NA
"Regular Season","1996-97",29600292,1996-12-11,"IND @ LAL","LAL","IND",7,"@ ","LAL","IND",NA,NA,NA,NA
"Regular Season","1996-97",29600293,1996-12-12,"NYK vs. GSW","NYK","GSW",1,"vs","NYK","GSW",NA,NA,NA,NA
"Regular Season","1996-97",29600294,1996-12-12,"MIL vs. SEA","MIL","SEA",2,"vs","MIL","SEA",NA,NA,NA,NA
"Regular Season","1996-97",29600295,1996-12-12,"DET @ HOU","HOU","DET",3,"@ ","HOU","DET",NA,NA,NA,NA
"Regular Season","1996-97",29600296,1996-12-12,"PHX @ UTA","PHX","UTA",4,"@ ","UTA","PHX",NA,NA,NA,NA
"Regular Season","1996-97",29600297,1996-12-12,"LAC vs. SAS","LAC","SAS",5,"vs","LAC","SAS",NA,NA,NA,NA
"Regular Season","1996-97",29600298,1996-12-12,"SAC vs. DAL","SAC","DAL",6,"vs","SAC","DAL",NA,NA,NA,NA
"Regular Season","1996-97",29600299,1996-12-12,"POR vs. VAN","POR","VAN",7,"vs","POR","VAN",NA,NA,NA,NA
"Regular Season","1996-97",29600300,1996-12-13,"CHI @ NJN","CHI","NJN",1,"@ ","NJN","CHI",NA,NA,NA,NA
"Regular Season","1996-97",29600301,1996-12-13,"WAS vs. DEN","WAS","DEN",2,"vs","WAS","DEN",NA,NA,NA,NA
"Regular Season","1996-97",29600302,1996-12-13,"PHI @ CHH","CHH","PHI",3,"@ ","CHH","PHI",NA,NA,NA,NA
"Regular Season","1996-97",29600303,1996-12-13,"GSW @ CLE","CLE","GSW",4,"@ ","CLE","GSW",NA,NA,NA,NA
"Regular Season","1996-97",29600304,1996-12-13,"BOS @ IND","IND","BOS",5,"@ ","IND","BOS",NA,NA,NA,NA
"Regular Season","1996-97",29600305,1996-12-13,"MIN vs. PHX","MIN","PHX",6,"vs","MIN","PHX",NA,NA,NA,NA
"Regular Season","1996-97",29600306,1996-12-13,"LAL vs. POR","LAL","POR",7,"vs","LAL","POR",NA,NA,NA,NA
"Regular Season","1996-97",29600307,1996-12-13,"VAN vs. ORL","VAN","ORL",8,"vs","VAN","ORL",NA,NA,NA,NA
"Regular Season","1996-97",29600308,1996-12-14,"DEN @ NYK","NYK","DEN",1,"@ ","NYK","DEN",NA,NA,NA,NA
"Regular Season","1996-97",29600309,1996-12-14,"MIA vs. TOR","MIA","TOR",2,"vs","MIA","TOR",NA,NA,NA,NA
"Regular Season","1996-97",29600310,1996-12-14,"ATL vs. PHI","ATL","PHI",3,"vs","ATL","PHI",NA,NA,NA,NA
"Regular Season","1996-97",29600311,1996-12-14,"CHI vs. CHH","CHI","CHH",4,"vs","CHI","CHH",NA,NA,NA,NA
"Regular Season","1996-97",29600312,1996-12-14,"NJN @ MIL","MIL","NJN",5,"@ ","MIL","NJN",NA,NA,NA,NA
"Regular Season","1996-97",29600313,1996-12-14,"MIN vs. CLE","CLE","MIN",6,"vs","MIN","CLE",NA,NA,NA,NA
"Regular Season","1996-97",29600314,1996-12-14,"DAL @ SAS","SAS","DAL",7,"@ ","SAS","DAL",NA,NA,NA,NA
"Regular Season","1996-97",29600315,1996-12-14,"UTA vs. ORL","UTA","ORL",8,"vs","UTA","ORL",NA,NA,NA,NA
"Regular Season","1996-97",29600316,1996-12-14,"LAC vs. SAC","LAC","SAC",9,"vs","LAC","SAC",NA,NA,NA,NA
"Regular Season","1996-97",29600317,1996-12-14,"HOU @ SEA","HOU","SEA",10,"@ ","SEA","HOU",NA,NA,NA,NA
"Regular Season","1996-97",29600318,1996-12-15,"BOS @ DET","DET","BOS",1,"@ ","DET","BOS",NA,NA,NA,NA
"Regular Season","1996-97",29600319,1996-12-15,"PHX vs. VAN","PHX","VAN",2,"vs","PHX","VAN",NA,NA,NA,NA
"Regular Season","1996-97",29600320,1996-12-15,"WAS @ GSW","WAS","GSW",3,"@ ","GSW","WAS",NA,NA,NA,NA
"Regular Season","1996-97",29600321,1996-12-15,"HOU @ POR","HOU","POR",4,"@ ","POR","HOU",NA,NA,NA,NA
"Regular Season","1996-97",29600322,1996-12-16,"BOS vs. MIL","MIL","BOS",1,"vs","BOS","MIL",NA,NA,NA,NA
"Regular Season","1996-97",29600323,1996-12-16,"TOR vs. DET","DET","TOR",2,"vs","TOR","DET",NA,NA,NA,NA
"Regular Season","1996-97",29600324,1996-12-16,"LAC vs. PHX","LAC","PHX",3,"vs","LAC","PHX",NA,NA,NA,NA
"Regular Season","1996-97",29600325,1996-12-16,"WAS @ SAC","WAS","SAC",4,"@ ","SAC","WAS",NA,NA,NA,NA
"Regular Season","1996-97",29600326,1996-12-17,"UTA @ NYK","NYK","UTA",1,"@ ","NYK","UTA",NA,NA,NA,NA
"Regular Season","1996-97",29600327,1996-12-17,"TOR @ NJN","TOR","NJN",2,"@ ","NJN","TOR",NA,NA,NA,NA
"Regular Season","1996-97",29600328,1996-12-17,"PHI vs. CHH","CHH","PHI",3,"vs","PHI","CHH",NA,NA,NA,NA
"Regular Season","1996-97",29600329,1996-12-17,"IND @ MIA","IND","MIA",4,"@ ","MIA","IND",NA,NA,NA,NA
"Regular Season","1996-97",29600330,1996-12-17,"LAL @ CHI","CHI","LAL",5,"@ ","CHI","LAL",NA,NA,NA,NA
"Regular Season","1996-97",29600331,1996-12-17,"DAL vs. ATL","ATL","DAL",6,"vs","DAL","ATL",NA,NA,NA,NA
"Regular Season","1996-97",29600332,1996-12-17,"GSW @ SEA","SEA","GSW",7,"@ ","SEA","GSW",NA,NA,NA,NA
"Regular Season","1996-97",29600333,1996-12-17,"VAN vs. HOU","VAN","HOU",8,"vs","VAN","HOU",NA,NA,NA,NA
"Regular Season","1996-97",29600334,1996-12-18,"ORL vs. IND","IND","ORL",1,"vs","ORL","IND",NA,NA,NA,NA
"Regular Season","1996-97",29600335,1996-12-18,"CLE vs. NJN","CLE","NJN",2,"vs","CLE","NJN",NA,NA,NA,NA
"Regular Season","1996-97",29600336,1996-12-18,"NYK @ DET","DET","NYK",3,"@ ","DET","NYK",NA,NA,NA,NA
"Regular Season","1996-97",29600337,1996-12-18,"MIL vs. LAL","LAL","MIL",4,"vs","MIL","LAL",NA,NA,NA,NA
"Regular Season","1996-97",29600338,1996-12-18,"DEN vs. SAC","DEN","SAC",5,"vs","DEN","SAC",NA,NA,NA,NA
"Regular Season","1996-97",29600339,1996-12-18,"PHX vs. WAS","PHX","WAS",6,"vs","PHX","WAS",NA,NA,NA,NA
"Regular Season","1996-97",29600340,1996-12-18,"GSW vs. MIN","GSW","MIN",7,"vs","GSW","MIN",NA,NA,NA,NA
"Regular Season","1996-97",29600341,1996-12-18,"POR vs. SEA","SEA","POR",8,"vs","POR","SEA",NA,NA,NA,NA
"Regular Season","1996-97",29600342,1996-12-19,"UTA @ MIA","UTA","MIA",1,"@ ","MIA","UTA",NA,NA,NA,NA
"Regular Season","1996-97",29600343,1996-12-19,"CHH vs. CHI","CHI","CHH",2,"vs","CHH","CHI",NA,NA,NA,NA
"Regular Season","1996-97",29600344,1996-12-19,"MIL @ TOR","TOR","MIL",3,"@ ","TOR","MIL",NA,NA,NA,NA
"Regular Season","1996-97",29600345,1996-12-19,"HOU vs. SAS","SAS","HOU",4,"vs","HOU","SAS",NA,NA,NA,NA
"Regular Season","1996-97",29600346,1996-12-19,"LAC vs. WAS","WAS","LAC",5,"vs","LAC","WAS",NA,NA,NA,NA
"Regular Season","1996-97",29600347,1996-12-19,"MIN @ SAC","SAC","MIN",6,"@ ","SAC","MIN",NA,NA,NA,NA
"Regular Season","1996-97",29600348,1996-12-19,"DAL @ VAN","DAL","VAN",7,"@ ","VAN","DAL",NA,NA,NA,NA
"Regular Season","1996-97",29600349,1996-12-20,"PHI vs. NYK","NYK","PHI",1,"vs","PHI","NYK",NA,NA,NA,NA
"Regular Season","1996-97",29600350,1996-12-20,"ORL vs. UTA","UTA","ORL",2,"vs","ORL","UTA",NA,NA,NA,NA
"Regular Season","1996-97",29600351,1996-12-20,"ATL vs. NJN","ATL","NJN",3,"vs","ATL","NJN",NA,NA,NA,NA
"Regular Season","1996-97",29600352,1996-12-20,"CLE vs. TOR","CLE","TOR",4,"vs","CLE","TOR",NA,NA,NA,NA
"Regular Season","1996-97",29600353,1996-12-20,"IND vs. DET","DET","IND",5,"vs","IND","DET",NA,NA,NA,NA
"Regular Season","1996-97",29600354,1996-12-20,"VAN @ DEN","DEN","VAN",6,"@ ","DEN","VAN",NA,NA,NA,NA
"Regular Season","1996-97",29600355,1996-12-20,"POR vs. DAL","POR","DAL",7,"vs","POR","DAL",NA,NA,NA,NA
"Regular Season","1996-97",29600356,1996-12-20,"SEA vs. LAC","SEA","LAC",8,"vs","SEA","LAC",NA,NA,NA,NA
"Regular Season","1996-97",29600357,1996-12-21,"NYK vs. DET","NYK","DET",1,"vs","NYK","DET",NA,NA,NA,NA
"Regular Season","1996-97",29600358,1996-12-21,"BOS @ NJN","NJN","BOS",2,"@ ","NJN","BOS",NA,NA,NA,NA
"Regular Season","1996-97",29600359,1996-12-21,"PHI vs. CHI","CHI","PHI",3,"vs","PHI","CHI",NA,NA,NA,NA
"Regular Season","1996-97",29600360,1996-12-21,"ATL @ CHH","CHH","ATL",4,"@ ","CHH","ATL",NA,NA,NA,NA
"Regular Season","1996-97",29600361,1996-12-21,"MIL vs. ORL","MIL","ORL",5,"vs","MIL","ORL",NA,NA,NA,NA
"Regular Season","1996-97",29600362,1996-12-21,"LAL @ MIN","MIN","LAL",6,"@ ","MIN","LAL",NA,NA,NA,NA
"Regular Season","1996-97",29600363,1996-12-21,"HOU vs. MIA","MIA","HOU",7,"vs","HOU","MIA",NA,NA,NA,NA
"Regular Season","1996-97",29600364,1996-12-21,"PHX @ SAS","SAS","PHX",8,"@ ","SAS","PHX",NA,NA,NA,NA
"Regular Season","1996-97",29600365,1996-12-21,"POR @ SAC","SAC","POR",9,"@ ","SAC","POR",NA,NA,NA,NA
"Regular Season","1996-97",29600366,1996-12-22,"BOS vs. CHH","CHH","BOS",1,"vs","BOS","CHH",NA,NA,NA,NA
"Regular Season","1996-97",29600367,1996-12-22,"UTA @ CLE","CLE","UTA",2,"@ ","CLE","UTA",NA,NA,NA,NA
"Regular Season","1996-97",29600368,1996-12-22,"IND vs. TOR","IND","TOR",3,"vs","IND","TOR",NA,NA,NA,NA
"Regular Season","1996-97",29600369,1996-12-22,"LAC @ GSW","GSW","LAC",4,"@ ","GSW","LAC",NA,NA,NA,NA
"Regular Season","1996-97",29600370,1996-12-22,"SEA vs. DAL","SEA","DAL",5,"vs","SEA","DAL",NA,NA,NA,NA
"Regular Season","1996-97",29600371,1996-12-22,"VAN vs. WAS","VAN","WAS",6,"vs","VAN","WAS",NA,NA,NA,NA
"Regular Season","1996-97",29600372,1996-12-23,"NYK vs. ATL","NYK","ATL",1,"vs","NYK","ATL",NA,NA,NA,NA
"Regular Season","1996-97",29600373,1996-12-23,"ORL vs. CLE","ORL","CLE",2,"vs","ORL","CLE",NA,NA,NA,NA
"Regular Season","1996-97",29600374,1996-12-23,"CHI vs. NJN","CHI","NJN",3,"vs","CHI","NJN",NA,NA,NA,NA
"Regular Season","1996-97",29600375,1996-12-23,"MIN vs. UTA","MIN","UTA",4,"vs","MIN","UTA",NA,NA,NA,NA
"Regular Season","1996-97",29600376,1996-12-23,"HOU vs. MIL","MIL","HOU",5,"vs","HOU","MIL",NA,NA,NA,NA
"Regular Season","1996-97",29600377,1996-12-23,"MIA @ SAS","MIA","SAS",6,"@ ","SAS","MIA",NA,NA,NA,NA
"Regular Season","1996-97",29600378,1996-12-23,"DEN @ PHX","DEN","PHX",7,"@ ","PHX","DEN",NA,NA,NA,NA
"Regular Season","1996-97",29600379,1996-12-23,"LAC @ SAC","SAC","LAC",8,"@ ","SAC","LAC",NA,NA,NA,NA
"Regular Season","1996-97",29600380,1996-12-23,"WAS @ POR","WAS","POR",9,"@ ","POR","WAS",NA,NA,NA,NA
"Regular Season","1996-97",29600381,1996-12-25,"DET @ CHI","CHI","DET",1,"@ ","CHI","DET",NA,NA,NA,NA
"Regular Season","1996-97",29600382,1996-12-25,"LAL @ PHX","LAL","PHX",2,"@ ","PHX","LAL",NA,NA,NA,NA
"Regular Season","1996-97",29600383,1996-12-26,"ORL @ MIA","MIA","ORL",1,"@ ","MIA","ORL",NA,NA,NA,NA
"Regular Season","1996-97",29600384,1996-12-26,"CHI @ ATL","ATL","CHI",2,"@ ","ATL","CHI",NA,NA,NA,NA
"Regular Season","1996-97",29600385,1996-12-26,"TOR vs. NJN","TOR","NJN",3,"vs","TOR","NJN",NA,NA,NA,NA
"Regular Season","1996-97",29600386,1996-12-26,"DET vs. IND","IND","DET",4,"vs","DET","IND",NA,NA,NA,NA
"Regular Season","1996-97",29600387,1996-12-26,"MIL vs. HOU","HOU","MIL",5,"vs","MIL","HOU",NA,NA,NA,NA
"Regular Season","1996-97",29600388,1996-12-26,"MIN vs. NYK","MIN","NYK",6,"vs","MIN","NYK",NA,NA,NA,NA
"Regular Season","1996-97",29600389,1996-12-26,"GSW @ DAL","GSW","DAL",7,"@ ","DAL","GSW",NA,NA,NA,NA
"Regular Season","1996-97",29600390,1996-12-26,"DEN vs. PHI","PHI","DEN",8,"vs","DEN","PHI",NA,NA,NA,NA
"Regular Season","1996-97",29600391,1996-12-26,"UTA vs. POR","UTA","POR",9,"vs","UTA","POR",NA,NA,NA,NA
"Regular Season","1996-97",29600392,1996-12-26,"VAN @ SAC","SAC","VAN",10,"@ ","SAC","VAN",NA,NA,NA,NA
"Regular Season","1996-97",29600393,1996-12-26,"SEA vs. SAS","SEA","SAS",11,"vs","SEA","SAS",NA,NA,NA,NA
"Regular Season","1996-97",29600394,1996-12-27,"IND @ NJN","NJN","IND",1,"@ ","NJN","IND",NA,NA,NA,NA
"Regular Season","1996-97",29600395,1996-12-27,"WAS vs. TOR","WAS","TOR",2,"vs","WAS","TOR",NA,NA,NA,NA
"Regular Season","1996-97",29600396,1996-12-27,"CHH vs. MIA","MIA","CHH",3,"vs","CHH","MIA",NA,NA,NA,NA
"Regular Season","1996-97",29600397,1996-12-27,"MIL @ CLE","CLE","MIL",4,"@ ","CLE","MIL",NA,NA,NA,NA
"Regular Season","1996-97",29600398,1996-12-27,"POR @ LAC","POR","LAC",5,"@ ","LAC","POR",NA,NA,NA,NA
"Regular Season","1996-97",29600399,1996-12-27,"BOS @ LAL","LAL","BOS",6,"@ ","LAL","BOS",NA,NA,NA,NA
"Regular Season","1996-97",29600400,1996-12-28,"NYK vs. ORL","NYK","ORL",1,"vs","NYK","ORL",NA,NA,NA,NA
"Regular Season","1996-97",29600401,1996-12-28,"WAS vs. ATL","WAS","ATL",2,"vs","WAS","ATL",NA,NA,NA,NA
"Regular Season","1996-97",29600402,1996-12-28,"CHH @ DET","DET","CHH",3,"@ ","DET","CHH",NA,NA,NA,NA
"Regular Season","1996-97",29600403,1996-12-28,"CHI vs. CLE","CHI","CLE",4,"vs","CHI","CLE",NA,NA,NA,NA
"Regular Season","1996-97",29600404,1996-12-28,"DEN @ MIN","MIN","DEN",5,"@ ","MIN","DEN",NA,NA,NA,NA
"Regular Season","1996-97",29600405,1996-12-28,"SEA @ DAL","DAL","SEA",6,"@ ","DAL","SEA",NA,NA,NA,NA
"Regular Season","1996-97",29600406,1996-12-28,"HOU vs. GSW","HOU","GSW",7,"vs","HOU","GSW",NA,NA,NA,NA
"Regular Season","1996-97",29600407,1996-12-28,"UTA vs. PHI","UTA","PHI",8,"vs","UTA","PHI",NA,NA,NA,NA
"Regular Season","1996-97",29600408,1996-12-28,"SAC vs. BOS","SAC","BOS",9,"vs","SAC","BOS",NA,NA,NA,NA
"Regular Season","1996-97",29600409,1996-12-28,"PHX @ VAN","PHX","VAN",10,"@ ","VAN","PHX",NA,NA,NA,NA
"Regular Season","1996-97",29600410,1996-12-29,"NJN @ IND","NJN","IND",1,"@ ","IND","NJN",NA,NA,NA,NA
"Regular Season","1996-97",29600411,1996-12-29,"MIA @ MIL","MIA","MIL",2,"@ ","MIL","MIA",NA,NA,NA,NA
"Regular Season","1996-97",29600412,1996-12-29,"LAL vs. PHI","LAL","PHI",3,"vs","LAL","PHI",NA,NA,NA,NA
"Regular Season","1996-97",29600413,1996-12-29,"SAS @ POR","POR","SAS",4,"@ ","POR","SAS",NA,NA,NA,NA
